731739,456,427,649,429,2933,0
731755,612,521,1105,492,2902,0
731763,488,424,1252,532,2947,0
731771,331,225,1201,294,2954,0
731779,558,444,1481,486,2956,0
731787,511,321,1614,394,2964,0
731795,589,534,1902,616,2925,2
731811,3014,2970,5196,3557,2758,4
731843,1104,1059,2069,1408,2798,4
731851,1699,1749,2916,2316,2689,4
731859,448,415,1356,773,2893,0
731899,725,866,1346,1439,2753,0
731915,3091,3960,4412,1653,2682,3
732043,695,876,1280,1139,2880,0
732051,603,733,1017,1026,2875,0
732059,586,653,992,944,2858,0
732083,777,843,1154,1373,2898,0
732099,4070,4013,4890,4133,2595,4
732115,534,403,2107,1015,2964,0
732123,730,500,2762,1176,2863,0
732139,407,347,2433,1079,2994,0
732147,523,483,2275,1009,2951,4
732155,452,365,2379,877,2928,0
732163,440,414,2444,1146,2990,0
732171,16000,16000,7966,16000,2728,4
732179,436,477,2345,1279,2938,0
732187,502,532,2339,1468,2969,0
732195,2510,2532,3889,3950,2710,4
732203,812,863,2761,1981,2869,0
732211,706,885,2508,2564,2938,0
732219,844,1085,2659,2295,2969,0
732227,995,1278,3070,2617,2842,0
732235,1740,1988,3287,3423,2777,4
732243,1190,1651,2925,3165,2813,0
732251,1189,1671,2764,3303,2818,0
732411,1595,1911,2541,2692,2734,4
732427,1216,1615,2428,3192,2933,0
732443,1272,1604,2391,3224,2912,0
732451,1332,1547,2530,3119,2889,0
732459,1128,1474,2709,3008,3028,0
732475,903,994,2597,2344,2944,4
732491,817,818,2980,2088,2969,0
732499,934,846,2534,1372,2875,4
732507,707,735,2883,1834,3038,0
732515,659,709,2828,1969,3027,0
732531,668,723,3358,1982,2990,0
732563,795,936,2623,2410,2925,0
732579,961,1318,2301,3284,2925,0
732603,1449,1540,2159,2299,2715,4
732611,1186,1552,2367,3137,2828,0
732635,1496,1846,2435,3038,2695,0
732667,1135,1582,2251,2954,2702,0
732755,1945,2184,2844,3017,2752,0
732771,4274,4314,4842,2061,2715,3
732779,1307,1591,2351,3238,2818,0
732795,1409,1831,2590,3857,2994,0
732803,1630,1828,2548,3200,2768,4
732811,1379,1681,2683,3959,3009,0
732819,1447,1706,2575,3545,2920,0
732835,805,967,1860,1507,2920,0
732843,2711,2636,4055,3392,2676,4
732851,6220,6012,7053,2722,2387,4
732859,692,672,2268,1678,2964,0
732875,937,886,2799,1628,2806,4
732883,4312,4216,5811,4568,2715,4
732891,16000,16000,8137,2294,2384,4
732899,453,426,2056,931,2938,0
732923,748,775,1766,1399,2880,4
732931,634,567,2438,1490,2880,0
732947,694,655,1572,1475,2837,4
732971,718,863,1487,1657,2812,0
733139,967,1200,1878,2354,2818,0
733147,16000,16000,6559,2802,2384,4
733179,1133,1500,2387,3254,2959,0
733187,788,835,1129,1423,2929,2
733211,3355,3216,4530,2346,2465,4
733219,472,473,1539,1009,2916,0
733227,632,640,2459,1676,2974,0
733235,414,331,1470,602,2898,4
733243,560,569,2712,1675,2974,0
733259,571,557,2589,1563,2974,0
733267,531,518,2513,1547,2964,0
733275,2717,2702,4805,3436,2728,4
733283,534,587,2519,1692,2964,0
733291,654,708,2508,1785,2885,0
733299,796,770,1526,1235,2847,2
733307,6018,16000,6705,5849,2852,4
733315,628,802,1878,2156,2911,0
733331,1052,1123,2045,2714,2778,0
733339,747,801,1532,1834,2801,0
733371,1120,1344,1962,1952,2734,0
733531,2455,2481,2780,1688,2547,4
733555,348,341,449,360,2907,1
733563,3506,3654,4623,4637,2702,4
733571,3899,3779,4623,3347,2531,4
733611,494,385,2425,967,2923,0
733635,381,301,2629,868,2911,0
733643,569,370,3567,1242,2923,0
733651,582,424,3370,1376,2911,0
733659,472,314,2995,1157,2923,0
733667,658,510,2889,1424,2934,0
733675,461,426,2493,1123,2902,0
733715,971,1383,2717,2176,2752,0
733731,1314,1615,2588,2361,2694,4
733851,1458,1818,2336,2198,2728,0
733859,1167,1376,1958,2066,2768,0
733883,788,1022,1534,1753,2869,0
733907,865,957,1414,1620,2907,0
733915,714,875,1305,1487,2907,0
733923,752,837,1318,1338,2916,0
733931,2217,2189,3163,2717,2863,4
733939,586,561,1427,1129,2938,0
733947,479,359,1676,835,2949,0
733955,1660,1545,4063,2880,2861,4
733963,496,442,2127,1007,2959,0
733971,436,384,1949,818,2951,0
733979,486,358,2717,1188,2969,0
733987,1143,1007,2575,1300,2793,4
733995,404,337,2132,938,2969,0
734003,1476,1306,3388,1944,2861,0
734011,570,451,2878,1345,2964,0
734019,477,476,2167,986,2898,0
734027,489,450,2185,1089,2896,0
734051,642,821,1759,1380,2875,0
734059,605,824,1653,1412,2852,0
734067,735,983,1745,1678,2847,0
734083,1378,1608,2313,2247,2752,4
734251,350,413,500,250,2818,1
734259,358,376,501,346,2788,0
734275,405,471,762,383,2880,0
734283,392,438,831,338,2885,0
734291,458,488,863,426,2907,0
734299,344,347,747,244,2928,0
734307,467,408,901,310,2934,0
734323,424,433,1144,331,2964,0
734331,564,489,1585,664,2869,0
734339,414,335,1225,320,2938,0
734347,320,250,805,236,2969,0
734363,292,160,717,223,2928,0
734371,387,336,1006,410,2920,0
734387,303,269,648,356,2916,0
734395,613,645,2629,2134,2869,0
734403,380,326,875,305,2832,0
734411,471,524,1221,552,2852,0
734427,334,321,694,381,2789,0
734443,247,303,498,324,2759,0
734451,749,822,1050,699,2699,0
734491,1037,1272,1494,746,2689,3
734587,1152,1175,1444,1635,2753,2
734603,4498,4581,5072,4963,2606,4
734619,177,176,197,148,2830,1
734635,231,187,276,167,2869,1
734667,338,253,578,235,2902,0
734683,1145,1066,1908,1106,2765,4
734731,466,289,669,224,2896,0
734747,3452,3434,5020,4149,2635,4
734843,2055,2060,1757,284,2676,3
734987,2655,2560,2020,1091,2621,4
735003,2370,2562,3091,3283,2841,4
735011,105,89,84,72,2883,1
735027,791,778,913,803,2823,4
735035,234,214,329,201,2923,1
735043,291,252,461,287,2916,0
735051,330,248,447,139,2974,0
735059,258,186,353,91,2952,0
735067,264,225,833,345,2954,0
735083,205,186,598,165,2907,0
735091,120,94,226,104,2941,1
735099,266,174,603,229,2979,0
735107,181,150,290,115,2939,2
735115,412,360,830,322,2891,0
735123,3490,3561,4460,3614,2805,4
735139,5370,5483,5902,3689,2542,4
735147,258,213,671,254,2801,0
735179,1021,1005,1515,1801,2682,4
735187,545,591,626,266,2735,1
735307,2544,2567,1851,746,2649,4
735315,3614,3724,2984,761,2658,4
735331,1539,1436,599,247,2746,1
735347,211,211,198,224,2836,1
735355,392,414,475,425,2830,1
735363,1311,1348,1558,1278,2670,4
735371,1762,1756,2051,1495,2599,4
735379,262,248,297,198,2916,1
735387,1634,1703,2384,2422,2847,4
735419,758,694,1778,863,2852,4
735427,395,367,833,300,2933,0
735435,600,498,1507,436,2974,0
735443,5741,5907,7184,5608,2784,4
735451,2375,2313,4432,2953,2721,4
735459,841,765,1782,742,2834,4
735475,215,180,617,175,2923,0
735483,175,161,578,202,2917,0
735491,156,127,333,146,2867,0
735499,332,312,730,291,2885,0
735515,264,240,503,291,2801,0
735531,821,860,1120,1025,2746,4
735539,1590,1673,2011,1827,2616,4
